"hora_id_ref","id_linha","sentido_linha","let_cod_linha","let_destino","let_origem","meta_qtde_onibus"
"04",2118,1,"7016-10","TERM. STO. AMARO","JD. ÂNGELA",2
"04",2414,1,"N733-11","VL. GILDA","TERM. JD. ÂNGELA",1
"04",2362,1,"N406-11","TERM. SÃO MATEUS","TERM. CID. TIRADENTES",1
"04",34852,2,"7022-10","TERM. STO. AMARO","JD. CAIÇARA",1
"04",34299,2,"3725-41","VL. ARICANDUVA","METRÔ VL. MATILDE",1
"04",2413,1,"N732-11","TERM. JD. JACIRA","TERM. JD. ÂNGELA",1
"04",33824,2,"3768-10","CPTM JOSÉ BONIFÁCIO","VL. YOLANDA",2
"04",1659,1,"5107-10","PÇA. DO CORREIO","TERM. SACOMÃ",1
"04",708,1,"9354-10","PÇA. DO CORREIO","TERM. CACHOEIRINHA",1
"04",911,1,"2203-10","SHOP. PENHA","BURGO PAULISTA",1
"04",35290,2,"605A-10","METRÔ JABAQUARA","CENTRO PARALIMPICO",1
"04",56,1,"6048-10","STO. AMARO","CAPÃO REDONDO",1
"04",33823,2,"3766-10","METRÔ ITAQUERA","COHAB II",2
"04",32826,2,"6403-10","TERM. PQ. D. PEDRO II","TERM. JOÃO DIAS",1
"04",34851,2,"8026-10","TERM. VL. SÔNIA","JD. INGÁ",1
"04",33540,2,"7002-10","HOSP. DAS CLÍNICAS","JD. ROSA MARIA",1
"04",403,1,"3459-21","TERM. PQ. D. PEDRO II","CEM. DA SAUDADE",2
"04",2507,1,"8300-1","TERM. LAPA","TERM. PIRITUBA",1
"04",41,1,"7054-10","TERM. CAMPO LIMPO","JD. MACEDÔNIA",1
"04",378,1,"2666-10","TERM. PQ. D. PEDRO II","JD. CAMARGO VELHO",7
"04",1729,1,"5391-21","LGO. SÃO FRANCISCO","TERM. GUARAPIRANGA",1
"04",33402,2,"1771-10","METRÔ SANTANA","JD. FONTÁLIS",1
"04",223,1,"273G-10","METRÔ ARTUR ALVIM","JD. HELENA",5
"04",657,1,"701U-10","CID. UNIVERSITÁRIA","METRÔ SANTANA",1
"04",33910,2,"6030-10","TERM. STO. AMARO","UNISA-CAMPUS 1",1
"04",35201,2,"N834-11","TERM. PINHEIROS","TERM. LAPA",1
"04",35029,2,"2024-10","CACHOEIRA","DIB",1
"04",1185,1,"6115-10","TERM. GRAJAÚ","CANTINHO DO CÉU",5
"04",34427,2,"5107-10","PÇA. DO CORREIO","TERM. SACOMÃ",1
"04",2401,1,"N636-11","JD. NORONHA","TERM. GRAJAÚ",1
"04",35065,2,"N141-11","JD. CAROMBÉ","TERM. CACHOEIRINHA",1
"04",33417,2,"1786-10","METRÔ SANTANA","VL. ALBERTINA",1
"04",370,1,"2079-10","CPTM ITAIM PAULISTA","JD. NÉLIA",3
"04",1100,1,"4030-10","SHOP. ARICANDUVA","FAZENDA DA JUTA",3
"04",1368,1,"938L-10","LAPA","TERM. CACHOEIRINHA",1
"04",33796,2,"3731-10","METRÔ VL. MATILDE","SHOP. ARICANDUVA",3
"04",275,1,"675P-10","METRÔ CONCEIÇÃO","SHOP. SP MARKET",3
"04",1441,1,"695X-10","METRÔ JABAQUARA","TERM. VARGINHA",2
"04",962,1,"3026-10","CPTM GUAIANASES","VL. IOLANDA II",3
"04",34964,2,"407G-10","METRÔ CARRÃO","JD. NOVA VITÓRIA",3
"04",34848,2,"8078-10","HOSP. CAMPO LIMPO","JD. DAS PALMAS",1
"04",34374,2,"6051-31","TERM. VARGINHA","JD. ITAJAÍ",1
"04",788,1,"746P-10","STO. AMARO","PARAISÓPOLIS",1
"04",33968,2,"6008-10","EST. STO. AMARO/GUIDO CALOI","JD. PLANALTO",4
"04",61,1,"6451-10","TERM. BANDEIRA","TERM. CAPELINHA",1
"04",33802,2,"3734-10","METRÔ ARTUR ALVIM","CID. LIDER",2
"04",34432,2,"5034-31","VL. LIVIERO","TERM. SACOMÃ",1
"04",33555,2,"746K-10","CAMPO BELO","PARAISÓPOLIS",1
"04",630,1,"177H-10","CID. UNIVERSITÁRIA","METRÔ SANTANA",2
"04",33548,2,"736G-10","SHOP. MORUMBI","JD. INGÁ",1
"04",33933,2,"6076-10","TERM. STO. AMARO","JD. PROGRESSO",1
"04",993,1,"3134-10","METRÔ TAMANDUATEÍ","SHOP. ARICANDUVA",4
"04",1630,1,"573H-10","METRÔ BRESSER","HOSP. SAPOPEMBA",3
"04",33663,2,"2006-10","CPTM ITAIM PAULISTA","CID. KEMEL I",1
"04",34550,2,"1765-10","METRÔ TUCURUVI","JD. CABUÇU",1
"04",33443,2,"175P-10","ANA ROSA","METRÔ SANTANA",1
"04",995,1,"3139-10","PÇA. JOÃO MENDES","JD. VL. FORMOSA",1
"04",33990,2,"6045-10","STO. AMARO","VALO VELHO",1
"04",2156,1,"4085-10","METRÔ ITAQUERA","COHAB FAZENDA DO CARMO",4
"04",34621,2,"273G-21","METRÔ ARTUR ALVIM","JD. NOÊMIA",1
"04",33725,2,"3019-10","VL. PAULISTA I","TERM. CID. TIRADENTES",1
"04",33859,2,"373T-10","METRÔ BRESSER","JD. ITÁPOLIS",2
"04",33558,2,"746R-10","STO. AMARO","REAL PQ.",1
"04",1025,1,"3728-10","PQ. SAVOY CITY","METRÔ ARTUR ALVIM",2
"04",1112,1,"476G-41","METRÔ ANA ROSA","VL. INDUSTRIAL",2
"04",33122,2,"5300-10","TERM. PQ. D. PEDRO II","TERM. STO. AMARO",4
"04",35147,2,"N505-11","TERM. PINHEIROS","TERM. SACOMÃ",1
"04",2432,1,"N833-11","CEASA","TERM. PINHEIROS",1
"04",33924,2,"6071-10","TERM. STO. AMARO","JD. ORION",1
"04",1705,1,"3735-21","JD. SÃO JOÃO ","METRÔ ARTUR ALVIM",1
"04",1808,1,"3002-10","SÃO MIGUEL","JD. MABEL",4
"04",376,1,"2626-10","TERM. PQ. D. PEDRO II","JD. NAZARÉ",4
"04",35182,2,"N733-11","VL. GILDA","TERM. JD. ÂNGELA",1
"04",116,1,"9300-10","TERM. PQ. D. PEDRO II","TERM. CASA VERDE",2
"04",32774,2,"6837-10","TERM. CAPELINHA","SHOP. PORTAL",1
"04",34076,2,"5185-10","TERM. PQ. D. PEDRO II","TERM. GUARAPIRANGA",1
"04",1896,1,"7053-22","TERM. CAMPO LIMPO","JD. MARIA SAMPAIO",1
"04",1972,1,"5106-21","TERM. ÁGUA ESPRAIADA","JD. SELMA",3
"04",33058,2,"4288-10","TERM. PQ. D. PEDRO II","PQ. STA. MADALENA",1
"04",2266,1,"2032-10","METRÔ CARANDIRU","JD. BRASIL",1
"04",2189,1,"4016-10","JD. RODOLFO PIRANI","TERM. SÃO MATEUS",1
"04",33123,2,"6200-10","TERM. BANDEIRA","TERM. STO. AMARO",5
"04",1114,1,"5010-10","STO. AMARO","JABAQUARA",1
"04",1798,1,"3004-10","CPTM VL. MARA/ITAIM","JD. SÃO MARTINHO",1
"04",34405,2,"573A-10","VL. ALPINA","METRÔ BRESSER",1
"04",2386,1,"N534-11","VL. ARAPUÁ","TERM. SACOMÃ",1
"04",35342,2,"8019-31","TERM. VL. SÔNIA","PQ. CONTINENTAL",1
"04",35141,2,"N440-11","SAVOY/DALILA","TERM. VL. CARRÃO",1
"04",33234,2,"978L-10","TERM. PRINC. ISABEL","TERM. CACHOEIRINHA",1
"04",33989,2,"6044-10","TERM. STO. AMARO","JD. D. JOSÉ",5
"04",33106,2,"4725-10","SHOP. IBIRAPUERA","VL. BRASILINA",1
"04",33182,2,"8055-10","LAPA","PERUS",3
"04",1217,1,"6039-10","STO. AMARO","VALO VELHO",2
"04",228,1,"273R-42","METRÔ ITAQUERA","JD. ROBRU",1
"04",21,1,"6821-10","TERM. CAPELINHA","JD. JANGADEIRO",1
"04",1672,1,"5029-10","TERM. SACOMÃ","JD. PATENTE",1
"04",402,1,"3459-10","TERM. PQ. D. PEDRO II","ITAIM PAULISTA",29
"04",33135,2,"2031-10","TERM. A. E. CARVALHO","CID. KEMEL II",1
"04",343,1,"475M-10","TERM. AMARAL GURGEL","JD. DA SAÚDE",1
"04",32827,2,"6450-10","TERM. BANDEIRA","TERM. CAPELINHA",1
"04",33657,2,"978T-10","METRÔ BARRA FUNDA","JD. GUARANI",4
"04",196,1,"637R-10","TERM. STO. AMARO","JD. ARACATI",2
"04",34968,2,"407P-10","METRÔ TATUAPÉ","TERM. CID. TIRADENTES",2
"04",1265,1,"8400-10","PÇA. RAMOS DE AZEVEDO","TERM. PIRITUBA",3
"04",34844,2,"8025-10","TERM. VL. SÔNIA","JD. ROSA MARIA",1
"04",95,1,"6034-10","TERM. GRAJAÚ","PQ. RES. COCAIA",2
"04",34000,2,"6258-10","TERM. STO. AMARO","JD. SÃO FRANCISCO",2
"04",34258,2,"6019-10","JD. ALFREDO","TERM. GUARAPIRANGA",1
"04",720,1,"3032-10","CIRCULAR","TERM. VL. CARRÃO",1
"04",31,1,"6805-10","TERM. JOÃO DIAS","TERM. CAPELINHA",1
"04",1252,1,"8002-10","TERM. LAPA","TERM. PIRITUBA",1
"04",2390,1,"N538-11","JD. CELESTE","TERM. SACOMÃ",1
"04",1527,1,"2703-21","METRÔ ITAQUERA","JD. ETELVINA",2
"04",707,1,"9166-10","TERM. CACHOEIRINHA","JD. STA. CRUZ",1
"04",103,1,"637J-10","PINHEIROS","VL. SÃO JOSÉ",1
"04",501,1,"748R-10","METRÔ BARRA FUNDA","JD. JOÃO XXIII",8
"04",32837,2,"5317-10","PÇA. DO CORREIO","SESC/ORION",1
"04",32797,2,"6803-10","TERM. JOÃO DIAS","JD. CAPELINHA",1
"04",1128,1,"5128-10","METRÔ CONCEIÇÃO","JD. APURÁ",3
"04",34036,2,"9012-10","TERM. LAPA","ITABERABA",1
"04",32794,2,"6816-10","TERM. CAPELINHA","JD. MITSUTANI",1
"04",33561,2,"756A-10","TERM. ÁGUA ESPRAIADA","JD. PAULO VI",1
"04",1717,1,"2552-41","TERM. PQ. D. PEDRO II","JD. SÃO MARTINHO",1
"04",33396,2,"1767-10","METRÔ TUCURUVI","PQ. EDU CHAVES",1
"04",33198,2,"8544-10","PÇA. DO CORREIO","CID. D'ABRIL 3ª GLEBA",1
"04",33983,2,"6037-10","TERM. CAPELINHA","JD. MITSUTANI",2
"04",2210,1,"5110-41","METRÔ TAMANDUATEÍ","SÃO MATEUS",1
"04",34583,2,"9032-21","TERM. CACHOEIRINHA","JD. DAMASCENO",1
"04",34839,2,"8019-10","METRÔ BUTANTÃ","PQ. CONTINENTAL",1
"04",34836,2,"809D-10","TERM. PINHEIROS","COHAB EDUCANDÁRIO",1
"04",34479,2,"9188-42","LAPA","CAPELA DA LAGOA",1
"04",2480,1,"6063-43","TERM. VARGINHA","VL. DA PAZ",1
"04",32922,2,"211V-10","PENHA","VL. PARANAGUÁ",1
"04",35353,2,"9015-31","TERM. PIRITUBA","VL. ZATT",1
"04",35204,2,"N837-11","CDHU BUTANTÃ","TERM. JOÃO DIAS",1
"04",1200,1,"6008-10","EST. STO. AMARO/GUIDO CALOI","JD. PLANALTO",3
"04",1647,1,"374V-10","METRÔ ITAQUERA","JD. SANTANA",3
"04",33160,2,"273X-10","METRÔ ARTUR ALVIM","JD. DAS OLIVEIRAS",1
"04",705,1,"272N-10","PQ. D. PEDRO II","PQ. NOVO MUNDO",1
"04",35224,2,"6020-51","PARELHEIROS","ESTR. DO JUSA",1
"04",33869,2,"4031-10","METRÔ TAMANDUATEÍ","PQ. STA. MADALENA",1
"04",2426,1,"N745-11","TERM. CAMPO LIMPO","TERM. CAPELINHA",1
"04",34913,2,"4052-10","METRÔ ITAQUERA","CPTM GUAIANASES",1
"04",2191,1,"4018-10","TERM. SÃO MATEUS","METALÚRGICOS",6
"04",2515,1,"3008-10","CPTM ITAIM PAULISTA","JD. MIRIAM",1
"04",468,1,"6250-10","TERM. BANDEIRA","JD. JAQUELINE",1
"04",689,1,"701A-10","METRÔ VL. MADALENA","PQ. EDU CHAVES",2
"04",2427,1,"N746-11","JD. IRENE","TERM. CAMPO LIMPO",1
"04",35256,2,"775F-31","PQ. DO POVO","JD. DAS PALMAS",1
"04",33244,2,"8319-10","SESC POMPÉIA","PQ. CONTINENTAL",1
"04",35183,2,"N734-11","VALO VELHO","TERM. CAPELINHA",1
"04",406,1,"8040-10","TERM. LAPA","SOL NASCENTE",2
"04",355,1,"6200-10","TERM. BANDEIRA","TERM. STO. AMARO",2
"04",33183,2,"8050-31","LAPA","PQ. MORRO DOCE",1
"04",34663,2,"7053-21","TERM. CAMPO LIMPO","JD. MARIA SAMPAIO",1
"04",35101,2,"N244-11","JD. FLOR DE MAIO","METRÔ TUCURUVI",1
"04",34942,2,"4314-10","TERM. PQ. D. PEDRO II","INÁCIO MONTEIRO",1
"04",33624,2,"172J-10","TATUAPÉ","JD. BRASIL",3
"04",310,1,"314J-10","PÇA. ALMEIDA JR.","PQ. STA. MADALENA",1
"04",327,1,"4491-10","TERM. PQ. D. PEDRO II","VL. LIVIERO",1
"04",1853,1,"273G-21","METRÔ ARTUR ALVIM","JD. NOÊMIA",1
"04",2416,1,"N735-11","JD. GUARUJÁ","TERM. CAPELINHA",1
"04",2286,1,"N105-11","TERM. LAPA","TERM. CACHOEIRINHA",1
"04",33366,2,"5611-10","PÇA. JOÃO MENDES","ELDORADO",1
"04",33372,2,"576M-10","PINHEIROS","VL. CLARA",1
"04",34667,2,"7063-10","TERM. CAMPO LIMPO","JD. MACEDÔNIA",1
"04",1671,1,"514T-10","CONJ. HAB. TEOTÔNIO VILELA","TERM. SACOMÃ",3
"04",35138,2,"N437-11","TERM. CID. TIRADENTES","CPTM GUAIANASES",1
"04",34058,2,"576C-10","TERM. STO. AMARO","METRÔ JABAQUARA",1
"04",417,1,"8055-51","METRÔ BARRA FUNDA","PERUS",2
"04",542,1,"1742-10","METRÔ SANTANA","JD. ANTÁRTICA",1
"04",498,1,"748A-10","LAPA","JD. D'ABRIL",1
"04",1175,1,"6091-10","TERM. STO. AMARO","VARGEM GRANDE",5
"04",643,1,"1782-10","METRÔ SANTANA","VL. NOVA GALVÃO",1
"04",2175,1,"4315-10","TERM. PQ. D. PEDRO II","TERM. VL. CARRÃO",1
"04",2448,1,"4093-10","TERM. CID. TIRADENTES","CID. TIRADENTES",5
"04",33992,2,"6047-10","STO. AMARO","JD. LÍDIA",1
"04",942,1,"2727-10","CONJ. A. E. CARVALHO","METRÔ ARTUR ALVIM",9
"04",1345,1,"8015-10","TERM. PIRITUBA","CEM. DE PERUS",2
"04",35054,2,"N105-11","TERM. LAPA","TERM. CACHOEIRINHA",1
"04",1009,1,"3712-10","METRÔ ITAQUERA","JD. SÃO JOÃO",7
"04",34840,2,"8705-10","ANHANGABAÚ","SHOP. CONTINENTAL",7
"04",33166,2,"2772-10","METRÔ PENHA","JD. NAZARÉ",1
"04",33457,2,"701A-10","METRÔ VL. MADALENA","PQ. EDU CHAVES",1
"04",35096,2,"N239-11","VL. NOVA GALVÃO","METRÔ TUCURUVI",1
"04",32934,2,"3686-10","TERM. PQ. D. PEDRO II","JD. SÃO PAULO",1
"04",831,1,"1016-10","SHOP. CENTER NORTE","CEM. DO HORTO",2
"04",34655,2,"7053-10","TERM. CAMPO LIMPO","JD. MACEDÔNIA",3
"04",33564,2,"775F-10","HOSP. DAS CLÍNICAS","JD. DAS PALMAS",1
"04",34209,2,"695X-10","METRÔ JABAQUARA","TERM. VARGINHA",4
"04",33515,2,"342M-10","TERM. PENHA","TERM. SÃO MATEUS",4
"04",776,1,"7040-10","PINHEIROS","PARAISÓPOLIS",3
"04",34425,2,"5705-10","METRÔ VERGUEIRO","TERM. SACOMÃ",1
"04",33158,2,"273N-10","METRÔ VL. MATILDE","CID. KEMEL II",1
"04",34551,2,"6258-31","JD. IBIRAPUERA","JD. STA. MARGARIDA",1
"04",34884,2,"908T-10","BUTANTÃ","TERM. PQ. D. PEDRO II",1
"04",33677,2,"2201-10","CPTM GUAIANASES","DIV. DE FERRAZ",2
"04",2177,1,"4002-10","TERM. VL. CARRÃO","GUAIANASES",2
"04",33425,2,"701U-10","CID. UNIVERSITÁRIA","METRÔ SANTANA",1
"04",33734,2,"3029-10","METRÔ TATUAPÉ","JD. DAS ROSAS",1
"04",33434,2,"1721-10","METRÔ CARANDIRU","VL. SABRINA",1
"04",33321,2,"1759-10","METRÔ SANTANA","JD. PERY",1
"04",35219,2,"139A-10","LAPA","VL. IÓRIO",1
"04",1013,1,"3718-10","NOVA AMERICA","METRÔ ARTUR ALVIM",5
"04",519,1,"118C-10","TERM. AMARAL GURGEL","JD. PERY ALTO",2
"04",2380,1,"N506-11","METRÔ VL. MADALENA","TERM. SACOMÃ",1
"04",2069,1,"809A-10","TERM. PINHEIROS","JD. D'ABRIL",2
"04",32814,2,"6500-10","TERM. BANDEIRA","TERM. STO. AMARO",2
"04",34254,2,"778J-41","METRÔ BARRA FUNDA","COHAB RAPOSO TAVARES",1
"04",158,1,"253F-10","TERM. SÃO MATEUS","TERM. A. E. CARVALHO",4
"04",1148,1,"6057-10","TERM. GRAJAÚ","VL. NATAL",6
"04",33625,2,"172K-10","METRÔ TATUAPÉ","JD. TREMEMBÉ",2
"04",33661,2,"2005-10","SÃO MIGUEL","JD. ROMANO",1
"04",704,1,"271P-10","PÇA DO CORREIO","CANGAÍBA",1
"04",33888,2,"5022-10","JABAQUARA","VL. STA. MARGARIDA",1
"04",32893,2,"3160-10","TERM. PQ. D. PEDRO II","TERM. VL. PRUDENTE",1
"04",35157,2,"N537-11","TERM. VL. PRUDENTE","METRÔ VL. MARIANA",1
"04",1895,1,"7053-21","TERM. CAMPO LIMPO","JD. MARIA SAMPAIO",1
"04",2199,1,"407L-10","METRÔ GUILHERMINA/ESPERANÇA","BARRO BRANCO",4
"04",1144,1,"6052-10","TERM. VARGINHA","JD. SETE DE SETEMBRO",2
"04",35160,2,"N601-11","TERM. PQ. D. PEDRO II","TERM. GRAJAÚ",1
"04",33551,2,"746C-10","STO. AMARO","JD. TABOÃO",5
"04",1636,1,"425E-10","JD. ESTER","TERM. SAPOPEMBA",1
"04",35274,2,"8000-1","PÇA. RAMOS DE AZEVEDO","TERM. LAPA",1
"04",33957,2,"6120-10","TERM. GRAJAÚ","JD. LUCÉLIA",1
"04",33581,2,"938V-10","METRÔ BARRA FUNDA","JD. VISTA ALEGRE",4
"04",2406,1,"N701-11","TERM. PQ. D. PEDRO II","TERM. STO. AMARO",1
"04",34394,2,"5142-10","TERM. PQ. D. PEDRO II","TERM. SAPOPEMBA",1
"04",35156,2,"N536-11","JD. ITÁPOLIS","TERM. SACOMÃ",1
"04",1861,1,"5018-31","JABAQUARA","SHOP. INTERLAGOS",1
"04",33811,2,"3743-10","METRÔ ITAQUERA","SÃO MATEUS",1
"04",2548,1,"4021-10","VL. CHUCA","METRÔ ITAQUERA",2
"04",171,1,"5391-10","LGO. SÃO FRANCISCO","JD. ÂNGELA",2
"04",2576,1,"6003-21","EST. MENDES/VL. NATAL","TERM. VARGINHA",1
"04",465,1,"958P-10","VL. OLÍMPIA","JD. NARDINI",1
"04",35149,2,"N507-11","METRÔ SANTANA","TERM. VL. PRUDENTE",1
"04",2336,1,"N302-11","TERM. PQ. D. PEDRO II","TERM. A. E. CARVALHO",1
"04",34937,2,"407N-10","METRÔ PENHA","TERM. CID. TIRADENTES",3
"04",6,1,"6837-10","TERM. CAPELINHA","SHOP. PORTAL",2
"04",813,1,"938V-10","METRÔ BARRA FUNDA","JD. VISTA ALEGRE",2
"04",32987,2,"263J-10","CONJ. JOSÉ BONIFÁCIO","PENHA",2
"04",33086,2,"407M-10","METRÔ VL. MARIANA","VL. MONUMENTO",1
"04",1424,1,"847P-42","VL. OLÍMPIA","BRASILÂNDIA",1
"04",33095,2,"4491-10","TERM. PQ. D. PEDRO II","VL. LIVIERO",1
"04",34127,2,"8538-10","PÇA. DO CORREIO","FREGUESIA DO Ó",1
"04",1147,1,"6056-10","TERM. GRAJAÚ","PQ. STA. CECÍLIA",2
"04",1992,1,"7004-10","EST. STO. AMARO/GUIDO CALOI","TERM. JD. JACIRA",10
"04",32816,2,"5111-10","TERM. PQ. D. PEDRO II","TERM. STO. AMARO",1
"04",33178,2,"8047-41","METRÔ VL. MADALENA","JARAGUÁ",1
"04",34665,2,"7057-10","TERM. CAMPO LIMPO","JD. MITSUTANI",1
"04",1641,1,"5145-10","PÇA. ALMEIDA JR.","TERM. SAPOPEMBA",1
"04",885,1,"9181-10","LAPA","VL. TEREZINHA",6
"04",2169,1,"407N-10","METRÔ PENHA","TERM. CID. TIRADENTES",6
"04",1166,1,"6078-10","SHOP. INTERLAGOS","CANTINHO DO CÉU",5
"04",1889,1,"7060-10","TERM. CAMPO LIMPO","VALO VELHO",1
"04",33072,2,"476A-10","TERM. STO. AMARO","IPIRANGA",1
"04",32874,2,"675G-10","METRÔ JABAQUARA","PQ. RES. COCAIA",1
"04",899,1,"2013-10","CACHOEIRINHA","COHAB ANTÁRTICA",2
"04",33448,2,"179X-10","METRÔ BARRA FUNDA","JD. FONTÁLIS",1
"04",1122,1,"5024-10","STO. AMARO","MISSIONÁRIA",1
"04",46,1,"6500-10","TERM. BANDEIRA","TERM. STO. AMARO",2
"04",34041,2,"8000-10","PÇA. RAMOS DE AZEVEDO","TERM. LAPA",2
"04",560,1,"178L-10","HOSP. DAS CLÍNICAS","LAUZANE PAULISTA",1
"04",33937,2,"6084-10","TERM. VARGINHA","JD. CHÁC. DO SOL",10
"04",34763,2,"7006-10","JD. ÂNGELA","JD. HORIZONTE AZUL",3
"04",1003,1,"342N-10","E.T. ITAQUERA","COHAB PRES. JUSCELINO KUBITSCHECK",2
"04",33867,2,"4029-10","TERM. VL PRUDENTE","SÃO MATEUS",1
"04",34872,2,"2010-10","SHOP. D","PQ. EDU CHAVES",1
"04",34979,2,"519M-10","MUSEU DO IPIRANGA","SÃO MATEUS",2
"04",33819,2,"3761-10","METRÔ CARRÃO","3A. DIVISÃO",2
"04",1432,1,"8600-10","LGO. DO PAISSANDÚ","TERM. PIRITUBA",1
"04",33812,2,"3745-10","METRÔ TATUAPÉ","JD. IMPERADOR",1
"04",693,1,"2127-10","LIBERDADE","PQ. EDU CHAVES",1
"04",34136,2,"938L-10","LAPA","TERM. CACHOEIRINHA",1
"04",930,1,"2717-10","CANGAÍBA","METRÔ GUILHERMINA/ESPERANÇA",3
"04",2230,1,"1015-10","CHÁC. MARIA TRINDADE","TERM. JD. BRITÂNIA",1
"04",35187,2,"N738-11","PQ. DO LAGO","TERM. GUARAPIRANGA",1
"04",35180,2,"N731-11","TERM. STO. AMARO","TERM. CAPELINHA",1
"04",418,1,"8060-10","TERM. LAPA","VL. PIAUÍ",1
"04",35169,2,"N636-11","JD. NORONHA","TERM. GRAJAÚ",1
"04",33639,2,"9004-10","TERM. CACHOEIRINHA","JD. ELISA MARIA",4
"04",35275,2,"8300-1","TERM. LAPA","TERM. PIRITUBA",1
"04",33226,2,"9301-10","PÇA. DO CORREIO","TERM. CASA VERDE",1
"04",1619,1,"354M-10","TERM. SÃO MATEUS","TERM. SÃO MIGUEL",2
"04",35134,2,"N433-11","METRÔ BELÉM","TERM. VL. CARRÃO",1
"04",33233,2,"958P-10","VL. OLÍMPIA","JD. NARDINI",1
"04",843,1,"128Y-10","LAPA","JD. PERY ALTO",5
"04",32802,2,"6823-10","TERM. CAPELINHA","JD. GUARUJÁ",1
"04",35168,2,"N635-11","JD. GAIVOTAS","TERM. GRAJAÚ",1
"04",181,1,"637A-21","TERM. PINHEIROS","VL. REMO",1
"04",33246,2,"875C-10","METRÔ STA. CRUZ","TERM. LAPA",5
"04",35108,2,"N306-11","METRÔ ITAQUERA","TERM. SÃO MIGUEL",1
"04",2159,1,"4003-10","E.T. ITAQUERA","INÁCIO MONTEIRO",1
"04",34037,2,"9015-10","TERM. PIRITUBA","VL. ZATT",2
"04",34193,2,"9014-10","TERM. LAPA","MORRO GRANDE",1
"04",2392,1,"N601-11","TERM. PQ. D. PEDRO II","TERM. GRAJAÚ",1
"04",1686,1,"575C-10","VL MATIAS","IPIRANGA",1
"04",544,1,"1744-10","METRÔ SANTANA","LAUZANE PAULISTA",1
"04",1637,1,"573A-10","VL. ALPINA","METRÔ BRESSER",3
"04",2456,1,"6020-51","PARELHEIROS","ESTR. DO JUSA",1
"04",34541,2,"6063-41","TERM. VARGINHA","JD. NOVO MARILDA",8
"04",35014,2,"809T-10","LAPA","COHAB RAPOSO TAVARES",1
"04",438,1,"8622-10","PÇA. RAMOS DE AZEVEDO","MORRO DOCE",3
"04",71,1,"5362-21","PÇA. DA SÉ","GRAJAÚ",1
"04",1371,1,"6262-10","TERM. BANDEIRA","CEASA",2
"04",34966,2,"407J-10","METRÔ TATUAPÉ","JD. SOARES",1
"04",33783,2,"372F-10","METRÔ BRESSER","UNIV. SÃO JUDAS TADEU",3
"04",2337,1,"N303-11","TERM. ARICANDUVA","TERM. A. E. CARVALHO",1
"04",434,1,"8594-41","PÇA. RAMOS DE AZEVEDO","COHAB PEDRA VERDE",1
"04",1492,1,"5018-10","JABAQUARA","SHOP. INTERLAGOS",1
"04",33465,2,"2175-10","TERM. PQ. D. PEDRO II","PQ. EDU CHAVES",1
"04",1812,1,"1178-31","PÇA. DO CORREIO","SÃO MIGUEL",1
"04",2357,1,"N401-11","TERM. PQ. D. PEDRO II","TERM. VL. CARRÃO",1
"04",1746,1,"5031-10","TERM. SACOMÃ","VL. ARAPUÁ",3
"04",34680,2,"7049-10","TERM. CAMPO LIMPO","PQ. DO LAGO",1
"04",1222,1,"6045-10","STO. AMARO","VALO VELHO",3
"04",404,1,"3459-23","ITAIM PAULISTA","METRÔ BRESSER",1
"04",878,1,"9011-10","TERM. CACHOEIRINHA","CPTM JARAGUÁ",11
"04",35010,2,"609J-10","METRÔ SÃO JUDAS","AEROPORTO",1
"04",34139,2,"6262-10","TERM. BANDEIRA","CEASA",1
"04",2285,1,"N104-11","TERM. LAPA","TERM. PIRITUBA",1
"04",2452,1,"1034-10","CONEXÃO VL. IÓRIO","VL. IARA",2
"04",33001,2,"2755-10","METRÔ PENHA","GUAIANASES",1
"04",33842,2,"3796-10","METRÔ ITAQUERA","GLEBA DO PESSEGO",1
"04",967,1,"3031-10","METRÔ ITAQUERA","JD. ALTO PAULISTANO",5
"04",771,1,"6418-10","BROOKLIN NOVO","REAL PQ.",1
"04",34901,2,"297A-10","METRÔ BARRA FUNDA","VL. SANTA MARIA",1
"04",1285,1,"546L-10","TERM. STO. AMARO","JD. LUSO",2
"04",1897,1,"7057-10","TERM. CAMPO LIMPO","JD. MITSUTANI",1
"04",1159,1,"6L10-10","PQ. FLORESTAL   ","TERM. VARGINHA",5
"04",349,1,"478P-10","VL. ROMANA","SACOMÃ",1
"04",290,1,"4288-10","TERM. PQ. D. PEDRO II","PQ. STA. MADALENA",1
"04",33882,2,"5010-10","STO. AMARO","JABAQUARA",1
"04",32781,2,"6836-10","TERM. JOÃO DIAS","CAPÃO REDONDO",1
"04",33251,2,"6232-10","METRÔ BARRA FUNDA","PINHEIROS/VILA IDA ",1
"04",2296,1,"N140-11","VL. MIRANTE","TERM. PIRITUBA",1
"04",1134,1,"546J-41","COL. STA. MARIA","JD. SELMA",1
"04",1264,1,"8300-10","TERM. LAPA","TERM. PIRITUBA",1
"04",33314,2,"1745-10","SHOP. CENTER NORTE","VL.NOVA CACHOEIRINHA",1
"04",69,1,"5317-10","PÇA. DO CORREIO","SESC/ORION",1
"04",464,1,"957T-10","VL. OLÍMPIA","COHAB TAIPAS",2
"04",33426,2,"971A-10","SHOP. D","JD. PRIMAVERA",1
"04",32776,2,"695V-10","METRÔ ANA ROSA","TERM. CAPELINHA",1
"04",34880,2,"3206-10","CONJ. CHAPARRAL","METRÔ PENHA",1
