"hora_id_ref","id_linha","sentido_linha","let_cod_linha","let_destino","let_origem","meta_qtde_onibus"
"20",33384,2,"971R-42","METRÔ SANTANA","CDHU VOITH",4
"20",32787,2,"6820-10","TERM. CAPELINHA","JD. DAS ROSAS",6
"20",553,1,"1759-10","METRÔ SANTANA","JD. PERY",3
"20",33200,2,"8594-10","PÇA. RAMOS DE AZEVEDO","CID. D'ABRIL ",8
"20",883,1,"9047-10","LAPA","JD. PAULISTANO",4
"20",111,1,"675X-10","AACD-SERVIDOR","TERM. GRAJAÚ",4
"20",34528,2,"2734-10","METRÔ ITAQUERA","JD. CAMPOS",6
"20",33964,2,"695H-10","TERM. STO. AMARO","JD. HERPLIN",6
"20",33311,2,"1743-10","SHOP. D","JD. PERY ALTO",5
"20",1926,1,"857P-10","PARAÍSO","TERM. CAMPO LIMPO",4
"20",2242,1,"609J-10","METRÔ SÃO JUDAS","AEROPORTO",1
"20",1078,1,"3098-10","SHOP. ARICANDUVA","JD. SÃO FRANCISCO",6
"20",32815,2,"637P-10","TERM. PINHEIROS","TERM. STO. AMARO",6
"20",406,1,"8040-10","TERM. LAPA","SOL NASCENTE",3
"20",34483,2,"524L-10","METRÔ TATUAPÉ","PQ. SÃO LUCAS",4
"20",33629,2,"172X-10","METRÔ TATUAPÉ","PQ. NOVO MUNDO",13
"20",1091,1,"373T-10","METRÔ BRESSER","JD. ITÁPOLIS",7
"20",34663,2,"7053-21","TERM. CAMPO LIMPO","JD. MARIA SAMPAIO",2
"20",33575,2,"8199-10","CEM. VL. NOVA CACHOEIRINHA","PIRITUBA",9
"20",34053,2,"546L-10","TERM. STO. AMARO","JD. LUSO",9
"20",33728,2,"3023-10","PQ. SÃO RAFAEL","SHOP. ARICANDUVA",5
"20",34576,2,"3002-10","SÃO MIGUEL","JD. MABEL",5
"20",485,1,"702C-10","METRÔ BELÉM","JD. BONFIGLIOLI",4
"20",318,1,"407M-10","METRÔ VL. MARIANA","VL. MONUMENTO",1
"20",32981,2,"2451-10","TERM. ARICANDUVA","VL. SÃO FRANCISCO",1
"20",33553,2,"746H-10","STO. AMARO","JD. JAQUELINE",8
"20",35261,2,"6039-21","COHAB JD. SÃO BENTO","TERM. CAPELINHA",5
"20",260,1,"2059-10","CPTM GUAIANASES","SÃO MIGUEL",3
"20",33670,2,"2016-10","SÃO MIGUEL","JD. DAS OLIVEIRAS",5
"20",2133,1,"297A-10","METRÔ BARRA FUNDA","VL. SANTA MARIA",3
"20",34788,2,"709G-10","ITAIM BIBI","TERM. GUARAPIRANGA",3
"20",35215,2,"4055-10","VL. SOLANGE","CPTM GUAIANASES",1
"20",1974,1,"5129-41","STO. AMARO","JD. MIRIAM",3
"20",939,1,"2725-10","JD. SÃO CARLOS","METRÔ ARTUR ALVIM",6
"20",35298,2,"4020-10","JD. NOVO HORIZONTE","E. T. ITAQUERA",1
"20",692,1,"2123-10","LIBERDADE","VL. MEDEIROS",2
"20",35009,2,"6115-41","TERM. GRAJAÚ","PQ. RES. DOS LAGOS",1
"20",32987,2,"263J-10","CONJ. JOSÉ BONIFÁCIO","PENHA",3
"20",33275,2,"775P-10","METRÔ ANA ROSA","JD. GUARAÚ",3
"20",1110,1,"4735-10","JD. VERA CRUZ","SÃO MATEUS  ",1
"20",2281,1,"2012-10","SHOP.D","VL. MEDEIROS",1
"20",33189,2,"8065-10","LAPA","VL. CLARICE",1
"20",35295,2,"4008-21","CIRCULAR","COHAB JOSÉ BONIFÁCIO C ",1
"20",792,1,"746V-10","HOSP. CAMPO LIMPO","JD. REBOUÇAS",1
"20",33957,2,"6120-10","TERM. GRAJAÚ","JD. LUCÉLIA",3
"20",468,1,"6250-10","TERM. BANDEIRA","JD. JAQUELINE",1
"20",984,1,"3069-10","TERM. SÃO MATEUS","JD. RECANTO VERDE SOL",5
"20",1851,1,"5109-10","TERM. MERCADO","TERM. VL. PRUDENTE",2
"20",1342,1,"847J-10","JAGUARÉ","CITY JARAGUÁ",3
"20",34061,2,"6338-10","PQ. IBIRAPUERA","JD. MIRIAM",5
"20",33600,2,"1018-10","METRÔ SANTANA","VL. ROSA",6
"20",34832,2,"8707-10","TERM. PRINC. ISABEL","RIO PEQUENO",5
"20",34461,2,"3721-41","METRÔ ITAQUERA","SHOP. ARICANDUVA",10
"20",2189,1,"4016-10","JD. RODOLFO PIRANI","TERM. SÃO MATEUS",1
"20",1695,1,"971X-10","METRÔ SANTANA","TERM. CACHOEIRINHA",6
"20",264,1,"509J-10","PQ. IBIRAPUERA","JD. SELMA",3
"20",32824,2,"6048-10","STO. AMARO","CAPÃO REDONDO",4
"20",33635,2,"177Y-10","PINHEIROS","METRÔ BARRA FUNDA",4
"20",34717,2,"809L-10","LAPA","CAMPO LIMPO",9
"20",33626,2,"172P-10","METRÔ BELÉM","VL. ZILDA",11
"20",33637,2,"1780-10","METRÔ PARADA INGLESA","JD. HEBRON",7
"20",990,1,"312N-10","SÃO MIGUEL PAULISTA","TERM. CID. TIRADENTES",8
"20",1664,1,"5034-31","VL. LIVIERO","TERM. SACOMÃ",3
"20",34192,2,"847P-42","VL. OLÍMPIA","BRASILÂNDIA",2
"20",1998,1,"7005-10","JD. ÂNGELA","JD. VERA CRUZ",2
"20",34100,2,"7181-10","TERM. PRINC. ISABEL","CID. UNIVERSITÁRIA",3
"20",32912,2,"2762-10","METRÔ TATUAPÉ","ERMELINO MATARAZZO",3
"20",34026,2,"8008-10","TERM. PIRITUBA","STA. MÔNICA",3
"20",35033,2,"211L-10","LAPA","MANDAQUI",3
"20",1492,1,"5018-10","JABAQUARA","SHOP. INTERLAGOS",1
"20",33239,2,"7282-10","PÇA. RAMOS DE AZEVEDO","PQ. CONTINENTAL",3
"20",35344,2,"6003-21","EST. MENDES/VL. NATAL","TERM. VARGINHA",3
"20",2605,1,"8082-10","METRÔ BUTANTÃ","CID. UNIVERSITÁRIA",1
"20",34578,2,"6960-21","E.T. VITOR MANZINI","TERM. VARGINHA",2
"20",2194,1,"407A-10","LGO. DA CONCÓRDIA","SHOP. ARICANDUVA",1
"20",33017,2,"233A-10","TERM. VL. CARRÃO","JD. HELENA",1
"20",33880,2,"476G-41","METRÔ ANA ROSA","VL. INDUSTRIAL",2
"20",708,1,"9354-10","PÇA. DO CORREIO","TERM. CACHOEIRINHA",3
"20",34498,2,"737A-10","TERM. STO. AMARO","TERM. JD. ÂNGELA",16
"20",33783,2,"372F-10","METRÔ BRESSER","UNIV. SÃO JUDAS TADEU",2
"20",32903,2,"2363-10","TERM. PQ. D. PEDRO II","JD. DANFER",5
"20",35328,2,"4035-10","METRÔ ITAQUERA","GUAIANASES",2
"20",1776,1,"6012-31","JD. ÂNGELA","PQ. INDEPENDÊNCIA",1
"20",2256,1,"909T-10","TERM. PQ. D. PEDRO II","TERM. PINHEIROS",1
"20",2243,1,"809V-10","METRÔ - TRIANON - MASP","VL. GOMES",1
"20",402,1,"3459-10","TERM. PQ. D. PEDRO II","ITAIM PAULISTA",26
"20",33928,2,"6073-10","TERM. VARGINHA","JD. STA. TEREZINHA",7
"20",5,1,"6801-10","TERM. JOÃO DIAS","JD. IBIRAPUERA",1
"20",33,1,"6813-10","TERM. CAPELINHA","JD. LÍDIA",1
"20",33927,2,"6L10-10","PQ. FLORESTAL   ","TERM. VARGINHA",1
"20",154,1,"211V-10","PENHA","VL. PARANAGUÁ",1
"20",33770,2,"342C-10","PENHA","JD. MARÍLIA",3
"20",1147,1,"6056-10","TERM. GRAJAÚ","PQ. STA. CECÍLIA",2
"20",33370,2,"574A-10","LGO. CAMBUCI","AMERICANÓPOLIS",6
"20",1618,1,"3301-10","TERM. PQ. D. PEDRO II","TERM. SÃO MIGUEL",1
"20",34039,2,"9018-10","TERM. PIRITUBA","VL. MIRANTE",1
"20",1160,1,"6073-10","TERM. VARGINHA","JD. STA. TEREZINHA",3
"20",35244,2,"1701-21","METRÔ TUCURUVI","JOVA RURAL",2
"20",389,1,"273J-10","METRÔ PENHA","JD. ROMANO",5
"20",33180,2,"8050-10","LAPA","PQ. MORRO DOCE",5
"20",1036,1,"3736-10","METRÔ ARTUR ALVIM","JD. NSA. SRA. DO CARMO",5
"20",16,1,"6826-10","TERM. CAPELINHA","JD. D. JOSÉ",1
"20",33571,2,"819A-10","JD. PRIMAVERA","CPTM VL. AURORA",18
"20",635,1,"1772-10","METRÔ TUCURUVI","JD. FILHOS DA TERRA",1
"20",2515,1,"3008-10","CPTM ITAIM PAULISTA","JD. MIRIAM",2
"20",1631,1,"524M-10","SHOP. ARICANDUVA","MASCARENHAS DE MORAIS",9
"20",33039,2,"527R-10","TERM. STO. AMARO","VL. IMPÉRIO",3
"20",33126,2,"6291-10","TERM. BANDEIRA","INOCOOP CAMPO LIMPO",6
"20",1252,1,"8002-10","TERM. LAPA","TERM. PIRITUBA",3
"20",34835,2,"809R-10","TERM. PINHEIROS","RIO PEQUENO",2
"20",1123,1,"5024-31","STO. AMARO","MISSIONÁRIA",2
"20",1359,1,"8538-10","PÇA. DO CORREIO","FREGUESIA DO Ó",1
"20",1280,1,"5106-10","LGO. SÃO FRANCISCO","JD. SELMA",5
"20",26,1,"6816-10","TERM. CAPELINHA","JD. MITSUTANI",2
"20",2063,1,"8610-10","TERM. BANDEIRA","JD. PAULO VI",2
"20",274,1,"5652-10","PÇA. DA SÉ","JD. IV CENTENÁRIO",4
"20",69,1,"5317-10","PÇA. DO CORREIO","SESC/ORION",3
"20",34831,2,"8610-10","TERM. BANDEIRA","JD. PAULO VI",4
"20",34653,2,"7051-10","TERM. CAMPO LIMPO","JD. ROSANA",1
"20",1783,1,"6258-31","JD. IBIRAPUERA","JD. STA. MARGARIDA",1
"20",372,1,"2088-10","TERM. A. E. CARVALHO","CONJ. ENCOSTA NORTE",1
"20",1993,1,"709P-10","TERM. PINHEIROS","EST. STO. AMARO/GUIDO CALOI",3
"20",909,1,"2201-10","CPTM GUAIANASES","DIV. DE FERRAZ",2
"20",851,1,"1709-10","METRÔ TUCURUVI","JD. JOANA D'ARC",7
"20",32780,2,"6835-10","TERM. CAPELINHA","VALO VELHO",3
"20",1523,1,"5091-10","METRÔ SÃO JUDAS","JD. UBIRAJARA",3
"20",34045,2,"509M-10","TERM. PRINC. ISABEL","JD. MIRIAM",3
"20",34939,2,"4311-10","TERM. PQ. D. PEDRO II","TERM. SÃO MATEUS",5
"20",87,1,"6026-10","TERM. STO. AMARO","JD. ICARAÍ",1
"20",1977,1,"607C-10","ITAIM BIBI","JD. MIRIAM",8
"20",33045,2,"3024-10","TERM. VL PRUDENTE","VL. INDUSTRIAL",2
"20",33628,2,"172U-10","MOOCA","CEM. PQ. DOS PINHEIROS",13
"20",1616,1,"5164-21","PQ. IBIRAPUERA","CID. LEONOR",4
"20",604,1,"576M-10","PINHEIROS","VL. CLARA",5
"20",1139,1,"5759-31","METRÔ CONCEIÇÃO","PQ. PRIMAVERA",3
"20",33057,2,"4284-10","TERM. VL. PRUDENTE","VL. CALIFÓRNIA",1
"20",34516,2,"6816-31","TERM. CAPELINHA","JD. MITSUTANI",1
"20",2188,1,"4015-10","JD. RODOLFO PIRANI","TERM. SÃO MATEUS",1
"20",33982,2,"6036-10","TERM. CAPELINHA","JD. MACEDÔNIA",5
"20",2002,1,"6063-42","TERM. VARGINHA","CHÁC. STO. AMARO",2
"20",59,1,"6450-10","TERM. BANDEIRA","TERM. CAPELINHA",6
"20",33226,2,"9301-10","PÇA. DO CORREIO","TERM. CASA VERDE",3
"20",35375,2,"8084-10","CID. UNIVERSITÁRIA","METRÔ BUTANTÃ",3
"20",788,1,"746P-10","STO. AMARO","PARAISÓPOLIS",5
"20",412,1,"8050-10","LAPA","PQ. MORRO DOCE",2
"20",34051,2,"5164-10","PQ. IBIRAPUERA","VL. STA. CATARINA",6
"20",1366,1,"917M-10","METRÔ ANA ROSA","MORRO GRANDE",6
"20",32870,2,"637G-51","PINHEIROS","JD. ELIANA",1
"20",342,1,"4742-10","METRÔ SÃO JUDAS","JD. CLÍMAX",2
"20",343,1,"475M-10","TERM. AMARAL GURGEL","JD. DA SAÚDE",1
"20",2073,1,"8021-10","BUTANTÃ","JD. MARIA LUIZA",1
"20",32871,2,"637J-10","PINHEIROS","VL. SÃO JOSÉ",7
"20",2088,1,"9050-10","ITAIM BIBI","TERM. LAPA",3
"20",1381,1,"877T-10","METRÔ PARAÍSO","VL. ANASTÁCIO",2
"20",828,1,"9785-10","METRÔ BARRA FUNDA","VL. TEREZINHA",5
"20",927,1,"2714-10","VL. RUI BARBOSA","METRÔ VL. MATILDE",5
"20",33426,2,"971A-10","SHOP. D","JD. PRIMAVERA",6
"20",33888,2,"5022-10","JABAQUARA","VL. STA. MARGARIDA",5
"20",33011,2,"2770-10","METRÔ VL. MATILDE","CPTM JOSÉ BONIFÁCIO",5
"20",33241,2,"775A-10","PINHEIROS","JD. ADALGIZA",2
"20",1034,1,"3734-10","METRÔ ARTUR ALVIM","CID. LIDER",3
"20",1371,1,"6262-10","TERM. BANDEIRA","CEASA",4
"20",1015,1,"372F-10","METRÔ BRESSER","UNIV. SÃO JUDAS TADEU",2
"20",33188,2,"8062-10","LAPA","PQ. SÃO DOMINGOS",1
"20",33784,2,"372U-10","METRÔ TATUAPÉ","VL. STA. ISABEL",13
"20",33837,2,"3791-10","METRÔ ARTUR ALVIM","SHOP. ARICANDUVA",7
"20",1148,1,"6057-10","TERM. GRAJAÚ","VL. NATAL",5
"20",33597,2,"9789-10","METRÔ BARRA FUNDA","JD. PAULISTANO",5
"20",2448,1,"4093-10","TERM. CID. TIRADENTES","CID. TIRADENTES",5
"20",1730,1,"737A-10","TERM. STO. AMARO","TERM. JD. ÂNGELA",7
"20",374,1,"2582-10","TERM. PQ. D. PEDRO II","VL. NOVA CURUÇÁ",7
"20",321,1,"4114-10","TERM. PQ. D. PEDRO II","JD. DA SAÚDE",1
"20",414,1,"8055-10","LAPA","PERUS",4
"20",1726,1,"8020-10","SHOP. MORUMBI","BUTANTÃ",1
"20",1693,1,"3721-41","METRÔ ITAQUERA","SHOP. ARICANDUVA",5
"20",1876,1,"4092-10","SETOR IIB","TERM. CID. TIRADENTES",1
"20",1663,1,"5034-10","TERM. SACOMÃ","VL. LIVIERO",2
"20",68,1,"675I-10","METRÔ SÃO JUDAS","TERM. JOÃO DIAS",2
"20",1116,1,"5012-10","JABAQUARA","VL. GUACURI",5
"20",922,1,"2709-10","VL. UNIÃO","METRÔ PATRIARCA",2
"20",34722,2,"7011-31","JD. ÂNGELA","JD. DOS REIS",4
"20",718,1,"2290-10","TERM. PQ. D. PEDRO II","TERM. SÃO MATEUS",31
"20",1159,1,"6L10-10","PQ. FLORESTAL   ","TERM. VARGINHA",2
"20",33771,2,"342N-10","E.T. ITAQUERA","COHAB PRES. JUSCELINO KUBITSCHECK",5
"20",392,1,"273X-10","METRÔ ARTUR ALVIM","JD. DAS OLIVEIRAS",4
"20",33711,2,"2728-10","METRÔ PENHA","JD. DO CASTELO",9
"20",33234,2,"978L-10","TERM. PRINC. ISABEL","TERM. CACHOEIRINHA",3
"20",644,1,"1783-10","METRÔ SANTANA","CACHOEIRA",2
"20",560,1,"178L-10","HOSP. DAS CLÍNICAS","LAUZANE PAULISTA",6
"20",33488,2,"3032-10","CIRCULAR","TERM. VL. CARRÃO",2
"20",1067,1,"3789-10","METRÔ ITAQUERA","CID. TIRADENTES",1
"20",33981,2,"6035-10","STO. AMARO","VL. GILDA",8
"20",33072,2,"476A-10","TERM. STO. AMARO","IPIRANGA",5
"20",884,1,"9090-10","TERM. CASA VERDE","PQ. TIETÊ",2
"20",33112,2,"475R-10","TERM. PQ. D. PEDRO II","JD. SÃO SAVÉRIO",15
"20",2044,1,"8075-10","METRÔ BUTANTÃ","TERM. CAMPO LIMPO",1
"20",1337,1,"817C-10","HOSP. DAS CLÍNICAS","LAPA",2
"20",35265,2,"1020-10","CONEXÃO VL. IÓRIO ","PERUS",6
"20",1619,1,"354M-10","TERM. SÃO MATEUS","TERM. SÃO MIGUEL",3
"20",1332,1,"7181-10","TERM. PRINC. ISABEL","CID. UNIVERSITÁRIA",1
"20",423,1,"847P-10","VL. OLÍMPIA","TERM. PIRITUBA",12
"20",1315,1,"647A-10","PINHEIROS","VALO VELHO",7
"20",33802,2,"3734-10","METRÔ ARTUR ALVIM","CID. LIDER",8
"20",1988,1,"3728-41","PQ. NOVA SAVOY","METRÔ ARTUR ALVIM",1
"20",35254,2,"1012-10","JD. MONTE BELO","TERM. JD. BRITANIA",3
"20",1443,1,"6960-10","TERM. STO. AMARO","TERM. VARGINHA",5
"20",33697,2,"2716-10","METRÔ PENHA","CHÁC. CRUZ. DO SUL",4
"20",30,1,"6804-10","TERM. JOÃO DIAS","JD. INGÁ",2
"20",33043,2,"675P-10","METRÔ CONCEIÇÃO","SHOP. SP MARKET",6
"20",490,1,"715M-10","LGO. DA PÓLVORA","JD. MARIA LUIZA",4
"20",2265,1,"211L-10","LAPA","MANDAQUI",2
"20",483,1,"6232-10","METRÔ BARRA FUNDA","PINHEIROS/VILA IDA ",1
"20",1478,1,"675L-10","METRÔ STA. CRUZ","TERM. STO. AMARO",5
"20",2303,1,"1025-10","CONEXÃO PETRÔNIO PORTELA","JD. CAROMBÉ",1
"20",233,1,"2755-10","METRÔ PENHA","GUAIANASES",6
"20",34008,2,"677Y-10","TERM. CAPELINHA","JD. GUARUJÁ",3
"20",33632,2,"1722-10","METRÔ TUCURUVI","JD. MARINA",9
"20",2601,1,"3789-51","CIRCULAR","METALÚRGICOS",1
"20",1465,1,"6913-10","TERM. BANDEIRA","TERM. VARGINHA",12
"20",34514,2,"5031-10","TERM. SACOMÃ","VL. ARAPUÁ",10
"20",33674,2,"2021-10","CPTM GUAIANASES","JD. BANDEIRANTES",3
"20",34824,2,"627J-10","METRÔ SÃO JUDAS","JD. MIRIAM",5
"20",33222,2,"888P-10","COHAB TAIPAS","PERUS",5
"20",259,1,"2058-10","CPTM GUAIANASES","TERM. SÃO MIGUEL",1
"20",102,1,"637G-51","PINHEIROS","JD. ELIANA",1
"20",34857,2,"9051-10","TERM. PINHEIROS","LAPA",2
"20",362,1,"675N-10","METRÔ ANA ROSA","TERM. STO. AMARO",7
"20",34385,2,"5164-41","METRÔ CONCEIÇÃO","VL. GUARANI",2
"20",32910,2,"2552-10","TERM. PQ. D. PEDRO II","VL. MARA",12
"20",34030,2,"8100-10","TERM. LAPA","TERM. PIRITUBA",4
"20",1142,1,"6030-10","TERM. STO. AMARO","UNISA-CAMPUS 1",6
"20",34941,2,"4313-10","TERM. PQ. D. PEDRO II","TERM. CID. TIRADENTES",16
"20",33576,2,"848L-10","TERM. PIRITUBA","RECANTO DOS HUMILDES",8
"20",33167,2,"2780-10","METRÔ ITAQUERA","JD. CAMARGO NOVO",4
"20",33581,2,"938V-10","METRÔ BARRA FUNDA","JD. VISTA ALEGRE",12
"20",1097,1,"4027-10","JD. STO. ANDRÉ","HOSP. SÃO MATEUS",8
"20",33691,2,"2709-31","VL. UNIÃO","METRÔ PATRIARCA",3
"20",1711,1,"9188-42","LAPA","CAPELA DA LAGOA",1
"20",33715,2,"2732-10","VL. REGINA","METRÔ ARTUR ALVIM",3
"20",539,1,"1741-10","METRÔ SANTANA","VL. DIONISIA",3
"20",288,1,"4222-10","MOOCA","PQ. STA. MADALENA",1
"20",34024,2,"8006-10","TERM. PIRITUBA","JD. DONÁRIA",4
"20",709,1,"971D-10","SHOP. CENTER NORTE","JD. DAMASCENO",5
"20",1425,1,"9014-10","TERM. LAPA","MORRO GRANDE",3
"20",1636,1,"425E-10","JD. ESTER","TERM. SAPOPEMBA",1
"20",34955,2,"4014-10","TERM. VL. CARRÃO","JD. VL. CARRÃO",3
"20",923,1,"2709-31","VL. UNIÃO","METRÔ PATRIARCA",1
"20",34085,2,"6475-10","TERM. BANDEIRA","JD. VAZ DE LIMA",6
"20",33058,2,"4288-10","TERM. PQ. D. PEDRO II","PQ. STA. MADALENA",3
"20",34433,2,"5033-10","TERM. SACOMÃ","VL. BRASILINA",2
"20",34951,2,"4010-10","TERM. VL. CARRÃO","JD. NSA. SRA. DO CARMO",3
"20",33172,2,"3459-23","ITAIM PAULISTA","METRÔ BRESSER",3
"20",33190,2,"846M-10","TERM. PINHEIROS","VL. PIAUÍ",2
"20",33677,2,"2201-10","CPTM GUAIANASES","DIV. DE FERRAZ",2
"20",166,1,"3686-10","TERM. PQ. D. PEDRO II","JD. SÃO PAULO",5
"20",1632,1,"573T-10","METRÔ CARRÃO","TERM. SAPOPEMBA",9
"20",1647,1,"374V-10","METRÔ ITAQUERA","JD. SANTANA",4
"20",33160,2,"273X-10","METRÔ ARTUR ALVIM","JD. DAS OLIVEIRAS",12
"20",32849,2,"5632-10","LGO. SÃO FRANCISCO","VL. SÃO JOSÉ",6
"20",905,1,"2019-10","SHOP. PENHA","PQ. PAINEIRAS",2
"20",33877,2,"4734-10","METRÔ SAÚDE","VL. MORAES",8
"20",2446,1,"3051-10","TERM. A. E. CARVALHO","ERMELINO MATARAZZO",1
"20",32802,2,"6823-10","TERM. CAPELINHA","JD. GUARUJÁ",2
"20",33543,2,"7013-10","TERM. VL. SÔNIA","PQ. ARARIBA",5
"20",2004,1,"6072-23","BALN. SÃO JOSÉ","TERM. VARGINHA",1
"20",34033,2,"8400-10","PÇA. RAMOS DE AZEVEDO","TERM. PIRITUBA",9
"20",33535,2,"4112-10","PÇA. DA REPÚBLICA","STA. MARGARIDA MARIA",3
"20",35073,2,"129F-41","PÇA. DO CORREIO","CONEXÃO PETRÔNIO PORTELA",1
"20",33636,2,"178Y-10","METRÔ JD. SÃO PAULO","VL. AMÉLIA",3
"20",33673,2,"2019-10","SHOP. PENHA","PQ. PAINEIRAS",4
"20",32769,2,"5119-10","LGO. SÃO FRANCISCO","TERM. CAPELINHA",14
"20",34049,2,"5129-10","TERM. GUARAPIRANGA","JD. MIRIAM",8
"20",888,1,"938P-10","METRÔ BARRA FUNDA","JD. TEREZA",6
"20",1675,1,"5108-10","TERM. PQ. D. PEDRO II","JD. CELESTE",5
"20",33377,2,"875A-10","PERDIZES","AEROPORTO",7
"20",960,1,"3023-10","PQ. SÃO RAFAEL","SHOP. ARICANDUVA",7
"20",33701,2,"2720-10","METRÔ GUILHERMINA/ESPERANÇA","JD. BELÉM",10
"20",619,1,"971V-10","SHOP. CENTER NORTE","JD. VISTA ALEGRE",3
"20",33224,2,"917H-10","METRÔ VL. MARIANA","TERM. PIRITUBA",11
"20",1062,1,"3778-10","METRÔ CARRÃO","JD. STA. TEREZINHA",7
"20",34680,2,"7049-10","TERM. CAMPO LIMPO","PQ. DO LAGO",9
"20",33734,2,"3029-10","METRÔ TATUAPÉ","JD. DAS ROSAS",9
"20",32806,2,"609F-21","ANHANGABAÚ","CHÁC. SANTANA",1
"20",612,1,"971M-10","METRÔ SANTANA","VL. PENTEADO",5
"20",1737,1,"8010-21","SÍTIO BOTUQUARA","CPTM PERUS",1
"20",219,1,"263J-10","CONJ. JOSÉ BONIFÁCIO","PENHA",8
"20",33067,2,"4706-10","METRÔ VL. MARIANA","JD. MARIA ESTELA II",3
"20",32975,2,"208V-10","TERM. PQ. D. PEDRO II","TERM. A. E. CARVALHO",6
"20",289,1,"4284-10","TERM. VL. PRUDENTE","VL. CALIFÓRNIA",1
"20",224,1,"273L-10","METRÔ ARTUR ALVIM","CPTM JOSÉ BONIFÁCIO",3
"20",2139,1,"607A-10","SOCORRO","JD. APURÁ",4
"20",34313,2,"6L07-10","TERM. VARGINHA","JD. STA. FÉ",2
"20",33565,2,"8038-10","LAPA","PQ. CONTINENTAL",9
"20",805,1,"8194-10","TERM. CACHOEIRINHA","PERUS",5
"20",628,1,"1767-10","METRÔ TUCURUVI","PQ. EDU CHAVES",2
"20",35294,2,"3009-10","CPTM ITAIM PAULISTA","ITAIM PAULISTA",1
"20",33375,2,"5791-10","METRÔ VERGUEIRO","ELDORADO",12
"20",1146,1,"6055-10","SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO)","EST. MENDES/VL. NATAL",5
"20",34847,2,"8072-10","METRÔ MORUMBI","PQ. IPÊ",3
"20",33702,2,"2721-10","METRÔ ITAQUERA","JD. NAZARÉ",9
"20",2540,1,"8029-10","TERM. MORUMBI","SHOP. PORTAL",4
"20",872,1,"9005-10","TERM. CACHOEIRINHA","JD. PRINCESA",3
"20",35275,2,"8300-1","TERM. LAPA","TERM. PIRITUBA",1
"20",33761,2,"3134-10","METRÔ TAMANDUATEÍ","SHOP. ARICANDUVA",11
"20",2589,1,"606Y-10","CHÁC. DO CONDE","EST. MENDES/VL. NATAL",1
"20",33585,2,"9717-10","METRÔ SANTANA","JD. ALMANARA",6
"20",2159,1,"4003-10","E.T. ITAQUERA","INÁCIO MONTEIRO",2
"20",993,1,"3134-10","METRÔ TAMANDUATEÍ","SHOP. ARICANDUVA",3
"20",158,1,"253F-10","TERM. SÃO MATEUS","TERM. A. E. CARVALHO",3
"20",33391,2,"175T-10","METRÔ JABAQUARA","METRÔ SANTANA",10
"20",1860,1,"5362-23","VICENTE RAO","PQ. RES. COCAIA",6
"20",34196,2,"856R-10","SOCORRO","LAPA",11
"20",2190,1,"4017-10","VL. YOLANDA","METALÚRGICOS",3
"20",702,1,"271A-10","METRÔ SANTANA","TERM. PENHA",5
"20",33804,2,"3736-10","METRÔ ARTUR ALVIM","JD. NSA. SRA. DO CARMO",9
"20",1317,1,"6475-10","TERM. BANDEIRA","JD. VAZ DE LIMA",4
"20",337,1,"4721-10","METRÔ JABAQUARA","SHOP. PLAZA SUL",1
"20",1339,1,"8615-10","TERM. PQ. D. PEDRO II","PQ. DA LAPA",5
"20",1925,1,"857A-10","METRÔ STA. CRUZ","TERM. CAMPO LIMPO",3
"20",33339,2,"971C-10","METRÔ SANTANA","COHAB BRASILÂNDIA",9
"20",1056,1,"3768-10","CPTM JOSÉ BONIFÁCIO","VL. YOLANDA",3
"20",2177,1,"4002-10","TERM. VL. CARRÃO","GUAIANASES",4
"20",930,1,"2717-10","CANGAÍBA","METRÔ GUILHERMINA/ESPERANÇA",5
"20",34904,2,"2011-10","METRÔ SANTANA","VL. SABRINA",5
"20",34720,2,"7011-10","JD. ÂNGELA","JD. DOS REIS",2
"20",33975,2,"6022-10","JD. ÂNGELA","PQ. CEREJEIRA",4
"20",34872,2,"2010-10","SHOP. D","PQ. EDU CHAVES",4
"20",32927,2,"273F-10","METRÔ ITAQUERA","VL. MARA",2
"20",34958,2,"4017-10","VL. YOLANDA","METALÚRGICOS",6
"20",1794,1,"675G-41","METRÔ JABAQUARA","JD. CASTRO ALVES",1
"20",33578,2,"9191-10","BOM RETIRO","JD. ELISA MARIA",13
"20",1132,1,"546A-31","STO. AMARO","JD. APURÁ",4
"20",928,1,"2715-10","METRÔ PATRIARCA","VL. SÍLVIA",4
"20",1,1,"5119-10","LGO. SÃO FRANCISCO","TERM. CAPELINHA",9
"20",159,1,"273F-10","METRÔ ITAQUERA","VL. MARA",1
"20",1043,1,"3743-10","METRÔ ITAQUERA","SÃO MATEUS",4
"20",2273,1,"119L-10","TERM. LAPA","VL. SULINA",1
"20",1376,1,"7411-10","PÇA. DA SÉ","CID. UNIVERSITÁRIA",1
"20",1051,1,"3761-10","METRÔ CARRÃO","3A. DIVISÃO",6
"20",35041,2,"119L-10","TERM. LAPA","VL. SULINA",1
"20",775,1,"7013-10","TERM. VL. SÔNIA","PQ. ARARIBA",2
"20",106,1,"675G-10","METRÔ JABAQUARA","PQ. RES. COCAIA",3
"20",33516,2,"3539-10","METRÔ BRESSER","CID. TIRADENTES",10
"20",1667,1,"5021-10","TERM. SACOMÃ","ÁGUA FUNDA",1
"20",1921,1,"2735-10","METRÔ PENHA","JD. KERALUX",3
